experiment,noise_level,noise_name,arm,speed_limit_kmh,seed,half,seeds_in_cell,claimed_km,implied_speed_kmh,i3_fired,alerted
E6,0,pristine,clean,120,vigil-2026-e6c-120-22,report,16,,,0,0
E6,0,pristine,clean,120,vigil-2026-e6c-120-23,report,16,,,0,0
E6,0,pristine,clean,120,vigil-2026-e6c-120-26,report,16,,,0,0
E6,0,pristine,clean,120,vigil-2026-e6c-120-27,report,16,,,0,0
E6,0,pristine,clean,120,vigil-2026-e6c-120-30,report,16,,,0,0
E6,0,pristine,clean,120,vigil-2026-e6c-120-31,report,16,,,0,0
E6,0,pristine,attack,130,vigil-2026-e6a-130-0,report,16,40,80,0,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-3,report,16,45,90,0,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-7,report,16,50,100,0,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-10,report,16,55,110,0,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-13,report,16,60,120,0,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-14,report,16,65,130,0,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-17,report,16,70,140,1,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-18,report,16,75,150,1,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-21,report,16,80,160,1,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-22,report,16,85,170,1,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-25,report,16,90,180,1,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-26,report,16,95,190,1,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-29,report,16,100,200,1,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-31,report,16,105,210,1,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-32,report,16,110,220,1,1
E6,0,pristine,attack,130,vigil-2026-e6a-130-35,report,16,115,230,1,1
E6,0,pristine,clean,130,vigil-2026-e6c-130-0,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-1,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-4,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-5,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-9,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-10,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-12,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-13,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-16,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-17,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-18,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-19,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-22,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-23,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-26,report,16,,,0,0
E6,0,pristine,clean,130,vigil-2026-e6c-130-27,report,16,,,0,0
E6,0,pristine,attack,140,vigil-2026-e6a-140-1,report,16,40,80,0,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-2,report,16,45,90,0,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-5,report,16,50,100,0,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-6,report,16,55,110,0,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-9,report,16,60,120,0,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-11,report,16,65,130,0,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-12,report,16,70,140,0,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-15,report,16,75,150,1,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-16,report,16,80,160,1,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-20,report,16,85,170,1,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-23,report,16,90,180,1,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-24,report,16,95,190,1,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-27,report,16,100,200,1,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-29,report,16,105,210,1,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-32,report,16,110,220,1,1
E6,0,pristine,attack,140,vigil-2026-e6a-140-35,report,16,115,230,1,1
E6,0,pristine,clean,140,vigil-2026-e6c-140-2,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-3,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-6,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-7,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-12,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-13,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-16,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-17,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-20,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-21,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-24,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-25,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-28,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-29,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-32,report,16,,,0,0
E6,0,pristine,clean,140,vigil-2026-e6c-140-33,report,16,,,0,0
E6,0,pristine,attack,150,vigil-2026-e6a-150-2,report,16,40,80,0,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-3,report,16,45,90,0,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-6,report,16,50,100,0,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-7,report,16,55,110,0,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-8,report,16,60,120,0,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-10,report,16,65,130,0,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-13,report,16,70,140,0,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-14,report,16,75,150,0,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-17,report,16,80,160,1,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-18,report,16,85,170,1,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-20,report,16,90,180,1,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-21,report,16,95,190,1,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-24,report,16,100,200,1,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-25,report,16,105,210,1,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-28,report,16,110,220,1,1
E6,0,pristine,attack,150,vigil-2026-e6a-150-29,report,16,115,230,1,1
E6,0,pristine,clean,150,vigil-2026-e6c-150-2,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-3,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-4,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-7,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-8,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-10,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-11,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-14,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-18,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-20,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-21,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-24,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-25,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-29,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-31,report,16,,,0,0
E6,0,pristine,clean,150,vigil-2026-e6c-150-32,report,16,,,0,0
E6,0,pristine,attack,160,vigil-2026-e6a-160-2,report,16,40,80,0,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-3,report,16,45,90,0,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-6,report,16,50,100,0,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-7,report,16,55,110,0,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-12,report,16,60,120,0,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-13,report,16,65,130,0,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-16,report,16,70,140,0,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-17,report,16,75,150,0,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-22,report,16,80,160,0,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-23,report,16,85,170,1,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-26,report,16,90,180,1,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-27,report,16,95,190,1,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-28,report,16,100,200,1,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-30,report,16,105,210,1,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-31,report,16,110,220,1,1
E6,0,pristine,attack,160,vigil-2026-e6a-160-32,report,16,115,230,1,1
E6,0,pristine,clean,160,vigil-2026-e6c-160-0,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-3,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-6,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-7,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-10,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-13,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-14,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-17,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-18,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-19,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-21,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-22,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-25,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-26,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-31,report,16,,,0,0
E6,0,pristine,clean,160,vigil-2026-e6c-160-32,report,16,,,0,0
E6,1,good,attack,20,vigil-2026-e6a-20-0,report,16,40,80,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-1,report,16,45,90,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-2,report,16,50,100,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-3,report,16,55,110,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-6,report,16,60,120,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-7,report,16,65,130,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-10,report,16,70,140,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-13,report,16,75,150,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-14,report,16,80,160,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-17,report,16,85,170,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-18,report,16,90,180,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-21,report,16,95,190,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-22,report,16,100,200,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-25,report,16,105,210,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-26,report,16,110,220,1,1
E6,1,good,attack,20,vigil-2026-e6a-20-31,report,16,115,230,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-0,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-3,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-4,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-7,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-8,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-9,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-10,report,16,,,0,0
E6,1,good,clean,20,vigil-2026-e6c-20-13,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-14,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-17,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-18,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-19,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-20,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-21,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-24,report,16,,,1,1
E6,1,good,clean,20,vigil-2026-e6c-20-25,report,16,,,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-0,report,16,40,80,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-3,report,16,45,90,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-4,report,16,50,100,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-7,report,16,55,110,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-8,report,16,60,120,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-10,report,16,65,130,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-13,report,16,70,140,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-14,report,16,75,150,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-17,report,16,80,160,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-18,report,16,85,170,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-21,report,16,90,180,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-22,report,16,95,190,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-25,report,16,100,200,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-26,report,16,105,210,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-32,report,16,110,220,1,1
E6,1,good,attack,30,vigil-2026-e6a-30-33,report,16,115,230,1,1
E6,1,good,clean,30,vigil-2026-e6c-30-1,report,16,,,0,0
E6,1,good,clean,30,vigil-2026-e6c-30-2,report,16,,,1,1
E6,1,good,clean,30,vigil-2026-e6c-30-5,report,16,,,1,1
E6,1,good,clean,30,vigil-2026-e6c-30-6,report,16,,,1,1
E6,1,good,clean,30,vigil-2026-e6c-30-9,report,16,,,1,1
E6,1,good,clean,30,vigil-2026-e6c-30-10,report,16,,,0,0
E6,1,good,clean,30,vigil-2026-e6c-30-11,report,16,,,0,0
E6,1,good,clean,30,vigil-2026-e6c-30-14,report,16,,,1,1
E6,1,good,clean,30,vigil-2026-e6c-30-15,report,16,,,0,0
E6,1,good,clean,30,vigil-2026-e6c-30-18,report,16,,,1,1
E6,1,good,clean,30,vigil-2026-e6c-30-19,report,16,,,1,1
E6,1,good,clean,30,vigil-2026-e6c-30-20,report,16,,,0,0
E6,1,good,clean,30,vigil-2026-e6c-30-21,report,16,,,0,0
E6,1,good,clean,30,vigil-2026-e6c-30-24,report,16,,,1,1
E6,1,good,clean,30,vigil-2026-e6c-30-25,report,16,,,0,0
E6,1,good,clean,30,vigil-2026-e6c-30-28,report,16,,,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-0,report,16,40,80,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-1,report,16,45,90,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-3,report,16,50,100,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-4,report,16,55,110,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-5,report,16,60,120,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-8,report,16,65,130,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-9,report,16,70,140,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-10,report,16,75,150,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-13,report,16,80,160,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-14,report,16,85,170,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-17,report,16,90,180,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-18,report,16,95,190,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-19,report,16,100,200,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-20,report,16,105,210,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-21,report,16,110,220,1,1
E6,1,good,attack,40,vigil-2026-e6a-40-24,report,16,115,230,1,1
E6,1,good,clean,40,vigil-2026-e6c-40-0,report,16,,,0,0
E6,1,good,clean,40,vigil-2026-e6c-40-1,report,16,,,1,1
E6,1,good,clean,40,vigil-2026-e6c-40-4,report,16,,,1,1
E6,1,good,clean,40,vigil-2026-e6c-40-5,report,16,,,0,0
E6,1,good,clean,40,vigil-2026-e6c-40-8,report,16,,,1,1
E6,1,good,clean,40,vigil-2026-e6c-40-9,report,16,,,0,0
E6,1,good,clean,40,vigil-2026-e6c-40-10,report,16,,,0,0
E6,1,good,clean,40,vigil-2026-e6c-40-13,report,16,,,0,0
E6,1,good,clean,40,vigil-2026-e6c-40-14,report,16,,,1,1
E6,1,good,clean,40,vigil-2026-e6c-40-17,report,16,,,1,1
E6,1,good,clean,40,vigil-2026-e6c-40-18,report,16,,,0,0
E6,1,good,clean,40,vigil-2026-e6c-40-21,report,16,,,1,1
E6,1,good,clean,40,vigil-2026-e6c-40-22,report,16,,,1,1
E6,1,good,clean,40,vigil-2026-e6c-40-25,report,16,,,0,0
E6,1,good,clean,40,vigil-2026-e6c-40-26,report,16,,,1,1
E6,1,good,clean,40,vigil-2026-e6c-40-31,report,16,,,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-0,report,16,40,80,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-1,report,16,45,90,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-4,report,16,50,100,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-5,report,16,55,110,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-8,report,16,60,120,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-9,report,16,65,130,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-10,report,16,70,140,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-13,report,16,75,150,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-14,report,16,80,160,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-17,report,16,85,170,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-18,report,16,90,180,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-21,report,16,95,190,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-25,report,16,100,200,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-26,report,16,105,210,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-29,report,16,110,220,1,1
E6,1,good,attack,50,vigil-2026-e6a-50-31,report,16,115,230,1,1
E6,1,good,clean,50,vigil-2026-e6c-50-0,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-1,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-4,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-5,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-9,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-10,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-13,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-14,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-17,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-21,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-22,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-25,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-26,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-33,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-34,report,16,,,0,0
E6,1,good,clean,50,vigil-2026-e6c-50-37,report,16,,,0,0
E6,1,good,attack,60,vigil-2026-e6a-60-2,report,16,40,80,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-3,report,16,45,90,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-5,report,16,50,100,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-6,report,16,55,110,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-7,report,16,60,120,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-9,report,16,65,130,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-11,report,16,70,140,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-12,report,16,75,150,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-15,report,16,80,160,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-16,report,16,85,170,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-19,report,16,90,180,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-20,report,16,95,190,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-23,report,16,100,200,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-24,report,16,105,210,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-27,report,16,110,220,1,1
E6,1,good,attack,60,vigil-2026-e6a-60-28,report,16,115,230,1,1
E6,1,good,clean,60,vigil-2026-e6c-60-0,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-1,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-4,report,16,,,0,1
E6,1,good,clean,60,vigil-2026-e6c-60-5,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-8,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-9,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-11,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-12,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-15,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-16,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-19,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-21,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-22,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-25,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-26,report,16,,,0,0
E6,1,good,clean,60,vigil-2026-e6c-60-29,report,16,,,0,0
E6,1,good,attack,70,vigil-2026-e6a-70-0,report,16,40,80,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-3,report,16,45,90,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-4,report,16,50,100,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-7,report,16,55,110,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-8,report,16,60,120,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-10,report,16,65,130,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-11,report,16,70,140,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-14,report,16,75,150,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-15,report,16,80,160,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-19,report,16,85,170,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-20,report,16,90,180,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-21,report,16,95,190,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-22,report,16,100,200,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-25,report,16,105,210,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-26,report,16,110,220,1,1
E6,1,good,attack,70,vigil-2026-e6a-70-29,report,16,115,230,1,1
E6,1,good,clean,70,vigil-2026-e6c-70-0,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-1,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-4,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-5,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-8,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-10,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-13,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-14,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-18,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-19,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-22,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-23,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-26,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-27,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-28,report,16,,,0,0
E6,1,good,clean,70,vigil-2026-e6c-70-30,report,16,,,0,0
E6,1,good,attack,80,vigil-2026-e6a-80-2,report,16,40,80,0,1
E6,1,good,attack,80,vigil-2026-e6a-80-3,report,16,45,90,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-6,report,16,50,100,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-7,report,16,55,110,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-11,report,16,60,120,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-12,report,16,65,130,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-15,report,16,70,140,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-16,report,16,75,150,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-20,report,16,80,160,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-21,report,16,85,170,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-22,report,16,90,180,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-24,report,16,95,190,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-25,report,16,100,200,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-29,report,16,105,210,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-30,report,16,110,220,1,1
E6,1,good,attack,80,vigil-2026-e6a-80-34,report,16,115,230,1,1
E6,1,good,clean,80,vigil-2026-e6c-80-0,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-1,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-4,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-5,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-9,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-10,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-13,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-14,report,16,,,0,1
E6,1,good,clean,80,vigil-2026-e6c-80-17,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-18,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-22,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-23,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-26,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-27,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-30,report,16,,,0,0
E6,1,good,clean,80,vigil-2026-e6c-80-31,report,16,,,0,0
E6,1,good,attack,90,vigil-2026-e6a-90-1,report,16,40,80,0,1
