experiment,noise_level,noise_name,scenario,seed,half,seeds_in_cell,leg,decision,abort_code,flags,episodes,missed_leg
E3,3,adverse,S6,vigil-2026-e3-S6-173,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-177,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-184,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-184,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-193,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-194,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,handset_swap,
E3,3,adverse,S6,vigil-2026-e3-S6-197,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-198,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-199,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I4 I14,charged_mid_shift,
E3,3,adverse,S6,vigil-2026-e3-S6-200,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4 P5,missed_scan,linehaul_departure
E3,3,adverse,S6,vigil-2026-e3-S6-200,report,120,urn:epcglobal:cbv:bizstep:arriving,freeze,H1,H1 P5,missed_scan,linehaul_departure
E3,3,adverse,S6,vigil-2026-e3-S6-202,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-203,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I6 I9,handset_swap,
E3,3,adverse,S6,vigil-2026-e3-S6-207,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-213,report,120,urn:epcglobal:cbv:bizstep:departing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-217,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-219,report,120,urn:epcglobal:cbv:bizstep:arriving,freeze,H1,H1,missed_scan,linehaul_departure
E3,3,adverse,S6,vigil-2026-e3-S6-222,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-226,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,missed_scan,linehaul_departure
E3,3,adverse,S6,vigil-2026-e3-S6-226,report,120,urn:epcglobal:cbv:bizstep:arriving,freeze,H1,H1,missed_scan,linehaul_departure
E3,3,adverse,S6,vigil-2026-e3-S6-231,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-231,report,120,urn:epcglobal:cbv:bizstep:storing,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-235,report,120,urn:epcglobal:cbv:bizstep:arriving,flag,,I4,charged_mid_shift handset_swap,
E3,3,adverse,S6,vigil-2026-e3-S6-235,report,120,urn:epcglobal:cbv:bizstep:delivering,flag,,I5 I6,charged_mid_shift handset_swap,
E3,3,adverse,S6,vigil-2026-e3-S6-236,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,,
E3,3,adverse,S6,vigil-2026-e3-S6-242,report,120,urn:epcglobal:cbv:bizstep:receiving,flag,,I4,redelivery,
E3,3,adverse,S6,vigil-2026-e3-S6-242,report,120,urn:epcglobal:cbv:bizstep:transporting,flag,,I4,redelivery,
